carid,pushDate,pushPrice,updatePriceTimeJson
62591,2021-08-13,5.98,"""{""""2021-08-19"""": """"5.68""""}"""
73591,2021-09-03,15.5,{}
444,2021-08-29,4.88,"""{""""2021-09-11"""": """"4.23""""}"""
36873,2021-10-20,14.8,{}
365,2021-08-13,2.75,{}
888,2021-09-15,8.0,{}
33272,2021-10-17,4.28,"""{""""2021-10-19"""": """"3.98""""}"""
21675,2021-07-22,10.98,"""{""""2021-08-15"""": """"10.88""""}"""
20981,2021-08-30,22.8,"""{""""2021-08-31"""": """"20.89"""", """"2021-09-06"""": """"20.68""""}"""
28792,2021-09-17,16.66,"""{""""2021-09-22"""": """"15.98""""}"""
49755,2021-09-05,40.88,"""{""""2021-09-18"""": """"40.2""""}"""
57012,2021-09-17,49.0,{}
1154,2021-08-25,9.6,"""{""""2021-09-13"""": """"9.38"""", """"2021-09-18"""": """"8.98""""}"""
32669,2021-08-09,6.5,"""{""""2021-08-11"""": """"6.38""""}"""
34758,2021-11-13,20.0,"""{""""2021-11-20"""": """"19.7"""", """"2021-11-26"""": """"19""""}"""
1389,2021-09-15,11.3,{}
29426,2021-09-30,78.0,"""{""""2021-10-19"""": """"74.9""""}"""
24839,2021-09-11,25.6,"""{""""2021-09-15"""": """"25.3"""", """"2021-09-23"""": """"24.8"""", """"2021-09-26"""": """"24.5""""}"""
1510,2021-09-22,9.2,"""{""""2021-09-26"""": """"9.0""""}"""
20555,2021-10-16,2.88,"""{""""2021-10-25"""": """"2.78""""}"""
51941,2021-08-10,8.2,"""{""""2021-08-11"""": """"8"""", """"2021-08-12"""": """"7.8"""", """"2021-08-13"""": """"7.7"""", """"2021-08-19"""": """"7.6"""", """"2021-08-28"""": """"7.5""""}"""
40276,2021-08-11,30.8,{}
31106,2021-11-06,15.0,{}
994,2021-09-01,0.6,{}
59411,2021-09-25,12.98,{}
64749,2021-09-28,46.3,{}
71678,2021-08-25,9.5,{}
896,2021-09-10,1.5,"""{""""2021-09-22"""": """"1.02""""}"""
49393,2021-09-27,17.0,{}
1594,2021-08-07,38.5,{}
1111,2021-09-21,4.05,{}
3057,2021-07-14,26.18,"""{""""2021-08-07"""": """"25.68"""", """"2021-09-02"""": """"25.18""""}"""
11595,2021-08-06,3.6,"""{""""2021-08-12"""": """"3.28""""}"""
67627,2021-09-15,7.9,{}
1601,2021-07-17,12.3,"""{""""2021-08-27"""": """"11.2""""}"""
7058,2021-08-18,1.85,"""{""""2021-08-23"""": """"1.7""""}"""
48044,2021-08-27,6.3,"""{""""2021-09-04"""": """"5.98"""", """"2021-10-09"""": """"5.78""""}"""
55849,2021-10-03,4.3,"""{""""2021-10-21"""": """"3.98""""}"""
45517,2021-11-04,13.8,{}
8506,2021-08-06,2.35,"""{""""2021-08-22"""": """"2.28""""}"""
51700,2021-09-12,2.6,"""{""""2021-09-15"""": """"2.9""""}"""
1114,2021-10-11,3.55,{}
33189,2021-09-03,16.58,{}
51488,2021-07-10,8.2,"""{""""2021-07-11"""": """"8.15"""", """"2021-07-16"""": """"8.1"""", """"2021-08-17"""": """"7.9""""}"""
1369,2021-08-18,3.04,{}
71385,2021-08-18,16.7,{}
1401,2021-08-29,2.7,{}
3734,2021-11-09,7.6,{}
945,2021-09-26,0.7499,{}
1795,2021-09-20,13.88,{}
46497,2021-09-10,4.28,{}
19047,2021-09-29,18.8,"""{""""2021-10-11"""": """"17.9"""", """"2021-11-03"""": """"16.9""""}"""
1536,2021-10-03,12.5,"""{""""2021-10-06"""": """"11.9""""}"""
246,2021-08-06,2.02,{}
32514,2021-10-08,17.9,"""{""""2021-10-16"""": """"17.7""""}"""
1427,2021-09-17,3.5,"""{""""2021-09-26"""": """"3.1""""}"""
3758,2021-09-07,9.5,{}
49236,2021-10-18,3.68,"""{""""2021-11-06"""": """"3.6""""}"""
49352,2021-07-14,15.33,"""{""""2021-07-18"""": """"14.8"""", """"2021-09-06"""": """"13.8""""}"""
9385,2021-09-18,12.0,"""{""""2021-11-08"""": """"9.18""""}"""
4494,2021-11-13,4.5,"""{""""2021-11-23"""": """"4.38""""}"""
67179,2021-10-20,9.08,{}
41167,2021-09-08,1.7,"""{""""2021-09-10"""": """"1.9""""}"""
1173,2021-09-13,5.8,"""{""""2021-09-20"""": """"4.6""""}"""
26251,2021-10-24,14.68,{}
3175,2021-09-14,31.8,{}
55665,2021-06-27,5.28,"""{""""2021-06-29"""": """"4.88"""", """"2021-08-11"""": """"4.98""""}"""
81,2021-08-21,5.2,{}
20892,2021-10-08,32.88,{}
63,2021-09-24,4.0,"""{""""2021-09-26"""": """"3.5"""", """"2021-10-02"""": """"3.1""""}"""
67623,2021-11-13,7.98,{}
219,2021-07-28,3.08,"""{""""2021-08-15"""": """"2.98"""", """"2021-08-29"""": """"2.58""""}"""
39252,2021-09-08,12.9,{}
52,2021-09-24,6.2,{}
1442,2021-08-16,13.5,{}
137,2021-07-04,5.6,"""{""""2021-08-17"""": """"5.4""""}"""
405,2021-10-04,18.68,"""{""""2021-10-07"""": """"15.7""""}"""
61291,2021-09-10,4.35,"""{""""2021-10-04"""": """"4.18"""", """"2021-10-11"""": """"3.98""""}"""
12766,2021-11-29,2.08,{}
67226,2021-08-15,10.0,{}
13358,2021-09-07,8.6,{}
32184,2021-08-04,8.68,{}
43018,2021-08-13,5.98,"""{""""2021-08-16"""": """"5.68"""", """"2021-08-22"""": """"5.48"""", """"2021-09-06"""": """"5.28"""", """"2021-09-23"""": """"5.18""""}"""
15953,2021-10-13,2.15,{}
46545,2021-09-06,15.2,"""{""""2021-09-08"""": """"14.9""""}"""
59395,2021-07-25,12.98,"""{""""2021-08-14"""": """"12.9"""", """"2021-08-25"""": """"12.9799""""}"""
19068,2021-09-09,15.68,{}
15330,2021-10-04,11.38,{}
12280,2021-08-20,18.0,{}
30035,2021-08-29,9.8,{}
68128,2021-08-16,7.45,"""{""""2021-08-22"""": """"7.28"""", """"2021-09-06"""": """"7.18"""", """"2021-09-23"""": """"7.15""""}"""
18068,2021-09-17,7.6,{}
800,2021-08-24,13.0,{}
14266,2021-09-07,16.98,{}
536,2021-08-20,4.66,{}
270,2021-10-09,3.7,{}
50150,2021-10-05,9.88,{}
8685,2021-11-25,2.96,{}
27129,2021-09-14,1.6,{}
13579,2021-08-06,7.7,"""{""""2021-09-29"""": """"7.38""""}"""
30251,2021-09-24,24.98,{}
46559,2021-08-08,2.98,{}
10728,2021-09-07,15.8,{}
1034,2021-08-28,2.88,{}
554,2021-09-04,5.08,"""{""""2021-09-09"""": """"4.98""""}"""
1637,2021-08-31,5.0,"""{""""2021-09-02"""": """"5.5"""", """"2021-09-18"""": """"5.05""""}"""
694,2021-10-09,3.2,{}
60031,2021-10-13,3.58,{}
30134,2021-09-22,15.0,{}
6387,2021-10-12,14.5,{}
69775,2021-07-15,3.58,"""{""""2021-07-20"""": """"3.38"""", """"2021-07-31"""": """"3.33"""", """"2021-08-06"""": """"3.28""""}"""
376,2021-07-18,15.98,"""{""""2021-08-14"""": """"14.0""""}"""
1623,2021-09-01,6.0,"""{""""2021-09-02"""": """"4.38""""}"""
5755,2021-09-03,5.0,{}
57653,2021-09-20,22.49,"""{""""2021-09-21"""": """"22.66"""", """"2021-09-23"""": """"22.18"""", """"2021-09-24"""": """"21.89"""", """"2021-09-25"""": """"21.86"""", """"2021-09-26"""": """"21.6"""", """"2021-09-27"""": """"21.5""""}"""
1518,2021-10-02,18.8,{}
7532,2021-07-21,8.6,"""{""""2021-08-03"""": """"7.98""""}"""
52871,2021-10-08,16.5,{}
12777,2021-08-04,1.99,{}
39161,2021-11-17,14.99,{}
120,2021-07-26,5.0,"""{""""2021-08-02"""": """"3.1""""}"""
40558,2021-10-21,20.85,"""{""""2021-10-25"""": """"20.66"""", """"2021-11-01"""": """"20.35""""}"""
33140,2021-08-26,14.98,{}
1622,2021-09-14,5.2,{}
71209,2021-09-20,30.6,{}
54731,2021-09-01,31.38,{}
72487,2021-09-11,6.88,"""{""""2021-09-22"""": """"6.5""""}"""
14302,2021-09-01,9.8,{}
292,2021-09-28,50.0,{}
66412,2021-07-17,10.8,"""{""""2021-07-24"""": """"10.6"""", """"2021-07-31"""": """"10.5"""", """"2021-08-06"""": """"10.3"""", """"2021-08-07"""": """"9.8"""", """"2021-08-11"""": """"9.5"""", """"2021-08-18"""": """"11""""}"""
66238,2021-09-03,9.6,{}
31888,2021-09-02,41.88,"""{""""2021-09-06"""": """"41.38""""}"""
21394,2021-10-20,7.88,"""{""""2021-10-26"""": """"7.86"""", """"2021-10-28"""": """"7.68"""", """"2021-11-09"""": """"7.6"""", """"2021-11-18"""": """"7.18""""}"""
393,2021-08-04,3.4,{}
1302,2021-09-19,7.0,{}
29857,2021-10-19,3.5,{}
